"Id","Currency","Amount","Category","Sub-Category","Date","Expense(Transfer Out)","Income(Transfer In)","Note","Periodic","Project","Payee/Payer","uid","Time"
"54","INR","40","Food","Milk-Product","20160120","Cash","","Milk egg","","","","E01A1F9EF0E5492195BA01FE081BA9E1","1931"
"57","INR","10","Food","Refreshment","20160121","Cash","","","","","","0C58E126A63648F08052D21173166FC6","2332"
"56","INR","90","Food","Vegetable","20160121","Cash","","Onion 1kg egg-4 water-40","","","","1D35CBAF43874DD8833924DE52A55387","2332"
"55","INR","21","Food","Milk-Product","20160121","Cash","","Milk","","","","0DD9D41855B149818321DB015918A715","2332"
"61","INR","300","Car/Bike","Petrol","20160122","Cash","","Petrol 516km@61.59","","","","E6D22588F1AE41C7A0CF3528575549B7","620"
"60","INR","60","Transportation","Taxi","20160122","Cash","","","","","","9A9BDED8BA674770BFB2E43A533CB1FC","618"
"59","INR","485","Social","Social Activities","20160122","Cash","","Birthday Cake-Pranjal","","","","6231F7FD99A4480BAE7E4823846A43F4","614"
"58","INR","20","Food","Vegetable","20160122","Cash","","Egg","","","","B84345714B184F8E93D3229625364E8C","614"
"68","INR","5391","Online Shoping","Various","20160123","SBI bank","","Ben-10，MiltonCassetrol，Milton Lunch box，Safari bag，Woodland Shoes，","","","Paytm","3DFA0CAE0F3643B281D560DEA3D898AE","927"
"66","INR","10","Food","Refreshment","20160123","Cash","","Soda","","","","080BF14C5E3E404B9D223F65663C5809","914"
"65","INR","98","Food","Milk-Product","20160123","Cash","","Paneer curd cheese","","","","8EA89D10069F44D4A5F8721218807BDD","914"
"64","INR","14","Food","Vegetable","20160123","Cash","","Tomato","","","","CFB45BC7B1544DDE83D38D22AD63714F","914"
"63","INR","10","Car/Bike","Parking","20160123","Cash","","Central Mall","","","","CDD056AA9E3D4B34A2CB8899E5AC0C55","1749"
"62","INR","32","Food","Vegetable","20160123","Cash","","Began Dhania","","","","B3D30597E09541D4B8A4BB16F18D1BC1","1749"
"70","INR","96","Food","Refreshment","20160124","Cash","","Tea&Juice","","","","826C459DD024420FAC3C0DE2B66784EF","2316"
"69","INR","205","Food","Vegetable","20160124","Cash","","Potato dhania papad","","","","9E9AE0DB37B1440B8350FF2E46E004FF","1727"
"67","INR","40","Food","Milk-Product","20160124","Cash","","Egg milk","","","","9BF452D725A849A8BB9B627AE61533E8","917"
"74","INR","10","Car/Bike","Parking","20160125","Cash","","Axis","","","","7B84E67B41A04E5F8225AF35E6A4462D","617"
"72","INR","20","Food","Milk-Product","20160125","Cash","","Milk","","","","50CA1C5078604F39AEBEBE09F8166430","1227"
"71","INR","27","Food","Vegetable","20160125","Cash","","Egg","","","","931FB2E1E2504685A4B8281DE83B7549","1227"
"78","INR","10","Food","Refreshment","20160126","Cash","","","","","","9BF4CD6E4AED4538BAD483683BE85B0A","708"
"77","INR","80","Food","Sweets","20160126","Cash","","Barfi","","","","5CBEBC1BCF3F47FC87162CE5BB87A675","706"
"76","INR","40","Food","Various","20160126","Cash","","Water","","","","AD21FF2C6A2A4DCEBEED63318FF97A55","1222"
"75","INR","100","Food","Kichen","20160126","Cash","","","","","","62DFCDBC222D4ACEA53DA9E6B183F4C8","1158"
"96","INR","1000","Investment","Funds","20160127","SBI bank","","","","","","OnanykNj4ltLRqWb_TTthw","1137"
"79","INR","40","Food","Milk-Product","20160127","Cash","","","","","","F8604FD5D08A4A5CBCFA92F2ECFC77FC","750"
"86","INR","20","Food","Ingredients","20160128","Cash","","Chini","","","","5CEE16E89867411AADCC2F8F1FA129CA","1204"
"83","INR","345","Transportation","High Speed Rail","20160128","SBI bank","","Ndls to lar","","","","5A2527A189894A8FA5DA8606235D2BA5","1915"
"82","INR","3772","Transportation","Airplane","20160128","SBI bank","","Banglore to Delhi - 17-March","","","","F2C7F722D5154E88B8A156A655C8E860","1915"
"81","INR","180","Entertainment","Movie","20160128","SBI bank","","Airlift","","","","D89529DC8E314DDC865BD5D29AB430FD","1551"
"80","INR","40","Food","Milk-Product","20160128","Cash","","","","","","E6070BCD8619418E8EB0E37B9EF3DACE","817"
"95","INR","845","Transportation","High Speed Rail","20160129","SBI bank","","NDLS-BNC","","","","jaLvhR9fuBzsHCOcrtzaug","2337"
"88","INR","687","Online Shoping","Various","20160129","SBI bank","","Container lunchbox stepler","","","Amazon","440F4ABD91FF440683E75DD747626558","641"
"87","INR","295","Food","Refreshment","20160129","Cash","","Pizza","","","","6D627B8204F6455CBB11927E723A9DBD","1757"
"85","INR","27","Food","Vegetable","20160129","Cash","","Tomato Dhania","","","","04DF0CF121B84D7FA0350363535A703A","1203"
"84","INR","45","Food","Milk-Product","20160129","Cash","","","","","","6766D30DF4DC42B7BC2ED63E7FD28D7A","1203"
"98","INR","223","Transportation","High Speed Rail","20160130","SBI bank","","Lar to bpl@20-Feb","","","","D94FE909446B4539ABD912EB71AC9375","1145"
"94","INR","10","Food","Refreshment","20160130","Cash","","","","","","1B8978D6DF784F4888E50C5E60521A1C","2014"
"93","INR","75","Others","CommonThings","20160130","SBI bank","","Allout","","","","329A7163A4864CFE9E7BC7224D180135","2012"
"92","INR","136","Food","Milk-Product","20160130","SBI bank","","Paneer  cheese butter bag","","","","D284B15E5A984AF69367A39811BE3F34","2010"
"91","INR","1100","Food","Kichen","20160130","Cash","","19 days@2000/month by Pranjal-800 (paid from 20000 lend money 06-02-16.)","","","","9A8487DDDA4942E38F4FCAA9CE87D0AA","1755"
"90","INR","300","Car/Bike","Petrol","20160130","Cash","","Main-1050，4.81lt@61.59","","","","40E63DD567BB4613AF0FD4C7A3290FEF","1753"
"89","INR","65","Food","Vegetable","20160130","Cash","","Sham，potato， onion，dhania","","","","6E7AC8454E164FDCA5097757581705B8","829"
"97","INR","87","Food","Milk-Product","20160131","SBI bank","","Egg bread Milk Biskut banana","","","","31B46EF2863F40428C3D08F91C3CCC73","1251"
"101","INR","10","Food","Refreshment","20160201","Cash","","","","","","8ADC4E5D83E448C59EE174A4A1F0CBB8","802"
"100","INR","25","Food","Milk-Product","20160201","Cash","","","","","","811E21DBD5944B2F8C50EB6F93C0903B","2024"
"99","INR","60","Food","Various","20160201","Cash","","Water egg","","","","DC27A7A7E5F44B44812BB7AEE4749D29","2023"
"103","INR","481","Online Shoping","Various","20160202","SBI bank","","Chywanprash-289 IgniteMind-92 ","","","","9506DC06B0E8411A9B268ADB75DC86A7","2041"
"102","INR","100","Food","Dinner","20160202","Cash","","Mumbai Tiffin","","","","3AFA675442B844A9AC2FD148BC3C62AB","2041"
"108","INR","104","Lend Money","Lending Money","20160203","Cash","","Hardik-Uber","","","","842F927DF52542829B4D2B40EEE4D751","2049"
"107","INR","10","Food","Refreshment","20160203","Cash","","Soda","","","","847525DF1B074B21A62334AB277798E4","2133"
"106","INR","30","Food","Ingredients","20160203","Cash","","Penuts-250","","","","8A376BAA5D0347249BD97621602F4B9F","2132"
"105","INR","40","Food","Milk-Product","20160203","Cash","","Milk egg","","","","28184C6C22BC4093AFDC99FAE8DDF265","2023"
"104","INR","25","Food","Vegetable","20160203","Cash","","Tomato Dhania","","","","93F57344E1ED4B7AA17F03E45B966CC0","2022"
"109","INR","41","Food","Milk-Product","20160204","Cash","","Egg  Milk","","","","E2B68ADCA1654A77B8872FD60DF6E966","2051"
"112","INR","30","Food","Milk-Product","20160205","Cash","","","","","","E234C4105EFC43458BF12B9C737D306F","2207"
"110","INR","71","Food","Vegetable","20160205","Cash","","Tomato Dhania Aloo curd","","","","A1812C672D694CA1AA3DC432BFCE8ADE","2157"
"117","INR","19200","Income","Repayment","20160206","","SBI bank","Pranjal pay lend money 19200& 800 for cook","","","","677CAD654BDC4D93B1955FE2295DF3B9","1005"
"116","INR","10","Car/Bike","Maintenance","20160206","Cash","","Air check","","","","A6286E0680B845139DEA1AD19A1D1204","658"
"115","INR","10","Food","Refreshment","20160206","Cash","","","","","","8F1CE69971E24016821AB1A0BE91230B","658"
"114","INR","100","Food","Milk-Product","20160206","Cash","","Milk Paneer ","","","","5D1542BFE79F4E289B89A4B870A24FE4","656"
"118","INR","40","Food","Milk-Product","20160207","Cash","","Egg ","","","","CB36A4DC97AB4817A06BADCC89F954B7","1301"
"121","INR","5858","Lend Money","Lending Money","20160208","Cash","","AdityaFLIGHT AND TRAIN TICKET prnjal birthday-563-Paid on 15-March","","","","2D8EFD1994A24455851D52F60DDEC501","642"
"120","INR","38","Food","Vegetable","20160208","Cash","","Egg Tomato","","","","9789137F8FF64E74BBD3538632F7C215","640"
"119","INR","20","Food","Milk-Product","20160208","Cash","","","","","","C08922B2ADD845A2A6BD9CED91CE86EE","640"
"123","INR","100","Food","Dinner","20160209","Cash","","","","","","7FB762F4AD584834896CA6317EB17158","2020"
"122","INR","4000","Investment","Funds","20160209","Cash","","Axis mf","","","","76427F0953B74E25BAC1398478A6954D","2019"
"127","INR","20","Food","Vegetable","20160210","Cash","","Egg Complete the expenses till this date.","","","","712CDCC403FA4A358EF75D8F285F80D1","8"
"126","INR","300","Car/Bike","Petrol","20160210","Cash","","@1255KM 61.93₹/lt 4.84liter","","","","21DDB729C5BB4622B34FD942B8F4416B","6"
"125","INR","2000","Investment","Funds","20160210","Cash","","Axis mf","","","","DF299D8DF42242889DF5643BED4DEC68","5"
"124","INR","40","Food","Milk-Product","20160210","Cash","","","","","","A790C6EDB41C478089AD6D29E95860F9","5"
"130","INR","18","Food","Vegetable","20160211","Cash","","Onion 900gm","","","","4BA3154CFF7C4351B58EBC960F73BAD9","658"
"129","INR","39","Food","Milk-Product","20160211","Cash","","","","","","67FA4D1403D64E56912E3AD21D7B3579","657"
"128","INR","3000","Investment","Funds","20160211","Cash","","Axis mf","","","","BC74B13A83ED4DDBBE6A8223F407AE13","656"
"134","INR","195","Food","Various","20160213","Cash","","Bournvita","","","","AB064EC962DD45BFA4077E29BEC59037","2222"
"133","INR","20","Food","Breakfast","20160213","Cash","","","","","","CA0F9652F6CA4759932CF09155798E0B","1225"
"132","INR","50","Food","Milk-Product","20160213","Cash","","Milk","","","","FC2A7C2E7B2740B1AD4143B558732DF2","1224"
"131","INR","40","Food","Various","20160213","Cash","","Water","","","","170439E2C39B46BEBB510AF72E9C071A","1224"
"139","INR","10","Food","Refreshment","20160214","Cash","","Soda","","","","FD6C1F1F64AB4E088AD7F1F32BB057E5","2032"
"138","INR","129","Food","Various","20160214","Cash","","Cheese egg bread","","","","6AFF3C80401246CE9F78AED4F40E5D88","1902"
"137","INR","12","Food","Various","20160214","Cash","","Dhania vim paper","","","","4C5D5B02AAB64263A55D9F3AE90D8F6E","1902"
"136","INR","108","Food","Milk-Product","20160214","Cash","","Paneer  cheese hakka samosa bread","","","","C260E5BB79544D0685E78E60567F4B26","1859"
"135","INR","31","Food","Milk-Product","20160214","Cash","","Egg  Milk","","","","216F79D410F549CEB3DA904F56D7939D","909"
"144","INR","56","Online Shoping","Various","20160215","SBI bank","","Bsnl","","","Paytm","AE235AD19C694643964D252583305A41","853"
"143","INR","20","Others","CommonThings","20160215","Cash","","Shampoo","","","","EC9C205094754699B710F93BCE6D1FEC","2057"
"142","INR","18","Food","Milk-Product","20160215","Cash","","Egg","","","","56AD2FADFF5345D88F4C17E73182FB0D","2056"
"141","INR","7656","Living","Rent","20160215","SBI bank","","Jan Rent Feb Net Dec Jan Elec Bill","","","Pranjal","55C0027D83294D5AA907EBFC4E208095","2053"
"140","INR","2029","Online Shoping","Various","20160215","Cash","","Nike Shoes","","","Amazon","DEE8CB5427E64590B36052DF90A3852F","2023"
"145","INR","100","Food","Dinner","20160216","Cash","","Mumbai Tiffin","","","","5AC88157308148FCA429C82688829232","2040"
"147","INR","63","Food","Milk-Product","20160217","Cash","","Egg  Milk banana","","","","6E446D7067F7408D8EDFBE05984C7A6A","1855"
"146","INR","22","Food","Vegetable","20160217","Cash","","Tomato Dhania","","","","0F137F8F419147B38380ACD856CCE0E8","1854"
"148","INR","41","Food","Milk-Product","20160218","Cash","","Milk egg ","","","","4CE661AD5C194977A25D1F8B65F2D938","2028"
"150","INR","64","Food","Milk-Product","20160219","Cash","","Milk egg banana","","","","8BB98B01CDA34467A6EB8073A24A28AC","519"
"149","INR","28","Transportation","Bus","20160219","Cash","","To office","","","","CB6F842B4A914B1F9816304E694D4095","517"
"154","INR","60","Food","Vegetable","20160222","Cash","","Onion 1kg  water-40","","","","A682C4203DF044288F7132211A0132CD","538"
"153","INR","41","Food","Milk-Product","20160222","Cash","","Milk banana","","","","20C40F44D77B41D2A1D187EDED7FE1F9","538"
"152","INR","220","Food","Breakfast","20160222","Cash","","Dinner lunch","","","","5BFC0A4F984C48B38F6F81E011DA24F4","536"
"151","INR","764","Others","Trip","20160222","Cash","","Ooty-petrol-200+130+abhay-100+lunch-150+helmet-100+cards-27 n ","","","","17ABE4339F974DB59441E5E99F25EC23","530"
"159","INR","20","Food","Refreshment","20160223","Cash","","Soda","","","","7BB91BA7A5BB4A49A56846B7AF807A71","906"
"157","INR","120","Food","Dinner","20160223","Cash","","Mumbai Tiffin","","","","BD1FFCDBCD6C44C196B761A4B43A6668","1732"
"156","INR","163","Others","CommonThings","20160223","Cash","","Paste handkerchief dhoopbatti","","","","2E0D8110A1334B2080AD4A17CED44AE9","531"
"155","INR","3919","Others","Trip","20160223","SBI bank","","Ooty Trip birthday(ad，ab，viv)abhay-890 &Pranjal-3029","","","Pranjal","C3F1CF93866B4A488AF2EED38022D089","1750"
"162","INR","20","Food","Milk-Product","20160224","Cash","","Banana","","","","2115C8FE923F4A8193DCE551AD0D3837","2256"
"161","INR","300","Car/Bike","Petrol","20160224","Cash","","@1425KM 61.41₹/lt 4.84liter","","","","C94F2AC231A4432CA98BBCB087C32B4F","2244"
"160","INR","48","Food","Vegetable","20160224","Cash","","Onion tomato dhania curd","","","","A627B9D00DC045CD8324DEE1E670B710","2243"
"158","INR","50","Food","Milk-Product","20160224","Cash","","Egg  Milk","","","","603E4767980241A4A16E0D65C74DD32F","905"
"165","INR","25","Food","Refreshment","20160225","Cash","","Ice cream","","","","0F2BF5A0D6204BD19F8120E6FC779003","802"
"164","INR","40","Food","Milk-Product","20160225","Cash","","Milk sugar","","","","CCC2AAB7CC394D7E945E4CBB1174C2B5","800"
"168","INR","60000","Personal 3C","Car","20160226","Cash","","","","","","052B04548C5A4D78A019D8CA28933E31","1756"
"167","INR","20","Food","Milk-Product","20160226","Cash","","Egg","","","","1453602476D149C780B6D41A2B45E666","754"
"166","INR","40","Food","Milk-Product","20160226","Cash","","Egg milk","","","","A2E356F77FBB4F579739C49C8BAC586F","803"
"169","INR","20","Food","Vegetable","20160227","Cash","","Began","","","","F8F6490299A64DB1958E207AE8C01D4F","2327"
"172","INR","30","Food","Milk-Product","20160228","Cash","","Banana","","","","C3DFCA58718C4901B0B3807F95A357F2","2132"
"171","INR","20","Food","Milk-Product","20160228","Cash","","Milk","","","","7769080042314FA088739D798BF41AF8","1730"
"170","INR","30","Food","Vegetable","20160228","Cash","","Tomato aloo","","","","F31AE08C8FA7430CBD7C503A6F498716","1730"
"176","INR","150","Food","Lunch","20160229","Cash","","Office","","","","897C6822114044E2A1107D4CAEC03A44","802"
"175","INR","10","Food","Vegetable","20160229","Cash","","Tomato","","","","5CEAAC157C144F3B8105A5D615B0ADA6","2002"
"174","INR","40","Food","Various","20160229","Cash","","Water","","","","BB00AF91EC3F4F8880108F5165086D46","935"
"173","INR","40","Food","Milk-Product","20160229","Cash","","Egg milk","","","","2C3C66D12475452EB9C8977E8C8DCB8A","933"
"178","INR","100","Food","Dinner","20160301","Cash","","MT","","","","F9A81026A91B4986834B34F7462CE010","810"
"177","INR","15000","Transfer","General Transfer","20160301","SBI bank","SBI bank","PPF-HSR Layout","","","","E55D8906D7A14895AAF4EDCE4C8C7296","1205"
"181","INR","500","Others","Trip","20160302","SBI bank","","Hotel","","","","A390ADDEE4F141258EC8DC3112FD7ACD","2234"
"180","INR","600","Transportation","High Speed Rail","20160302","Cash","","Rail hotel","","","","DA78169426FA4BB8902576E96670579D","2128"
"179","INR","40","Food","Milk-Product","20160302","Cash","","Milk banana","","","","96D55A2A088B44849411C350275DC8B6","2127"
"183","INR","10","Food","Vegetable","20160303","Cash","","Tomato","","","","EABED0079CA9460A9EF392E51B722ED5","2310"
"182","INR","38","Food","Milk-Product","20160303","Cash","","Egg  Milk","","","","A40B74AF16D949C190334055927D1A23","2308"
"185","INR","20","Food","Refreshment","20160304","Cash","","Soda","","","","5C271035F2034995B1DC77F4009272D5","702"
"184","INR","22","Food","Various","20160304","Cash","","Gobhi dhania","","","","2C165D8705A9489A9417DF779DF4B022","701"
"195","INR","100","Personal 3C","Cell Phone","20160305","Cash","","Recharge","","","","865992C5A2E544688DEA3DCFD21BCA3E","1940"
"190","INR","43","Food","Milk-Product","20160305","Cash","","","","","","2585A11C1A344247B68FAFD4BB634B57","706"
"189","INR","85","Food","Milk-Product","20160305","Cash","","Cheese","","","","3057479561744B5EBF429177CC7A90E5","2314"
"188","INR","300","Car/Bike","Petrol","20160305","Cash","","@1626KM 61.19₹/lt 4.84liter-Speed","","","","B739CF18A0BE470DB8066716AB7430F7","2313"
"187","INR","100","Others","CommonThings","20160305","Cash","","Hair oil shampoo","","","","2E39BFADD43D42D7888F13A36FFB6F29","1557"
"186","INR","8","Food","Vegetable","20160305","Cash","","Tomato","","","","46B29B9A5D784B0AB6FE64ED52DC7E96","1556"
"196","INR","14","Others","CommonThings","20160306","Cash","","Press","","","","A41CFC1B25D9473F809A848A5C16FD4B","2031"
"194","INR","34","Food","Refreshment","20160306","Cash","","Juice and milk powder","","","","716795BA67B94ED39CB5D46A007A352E","1939"
"193","INR","30","Food","Lunch","20160306","Cash","","Maggi masala","","","","F3E9D75AFDFD4696B6EB99689A0859EC","1834"
"192","INR","10","Food","Various","20160306","Cash","","vim bar","","","","1E678F324ABB4372A34EA7CE75D59597","1534"
"191","INR","105","Food","Milk-Product","20160306","Cash","","Egg  Milk bread soda banana","","","","A6DC61E2525D4429871BF7FA7A194019","1512"
"201","INR","26","Food","Milk-Product","20160307","Cash","","Milk banana","","","","599C52A0BA234D679540462D79B20FC9","2112"
"200","INR","40","Food","Various","20160307","Cash","","Water","","","","B75911D04F4D4A648DA372121D9D4298","2111"
"199","INR","43","Food","Vegetable","20160307","Cash","","Aloo tomato dahi","","","","ED6B99212730446F8CCFB8D2748C5E08","2110"
"198","INR","2000","Online Shoping","Various","20160307","SBI bank","","For online shoping","","","IITG","66CE1C74C77243948906AC8495CE1549","2109"
"197","INR","3799","Car/Bike","Car Beauty","20160307","Cash","","Music system","","","","AFBBC5AE422A4907AB82198FEECCEBE3","130"
"202","INR","100","Food","Dinner","20160308","Cash","","MT","","","","359BD0AB642F427AB0A2CE6CC25A304D","2052"
"204","INR","18","Food","Vegetable","20160309","Cash","","Egg dhania","","","","1BC04B3135EB405695B63A77D76CFA41","2016"
